521.d0	7.4494438370432645d0	  -4.567245361536604d0
531.d0	7.660982173514956d0	  -4.127388864883417d0
541.d0	7.835593828136317d0	  -3.694593584173206d0
551.d0	7.975960733823383d0	  -3.270660380407527d0
561.d0	8.0851755277106d0	  -2.857169916627303d0
571.d0	8.166882318435304d0	  -2.4558962697551125d0
581.d0	8.22341124252513d0	  -2.0674572793798687d0
591.d0	8.25770252062897d0	  -1.6919885627219613d0
601.d0	8.2723476730606d0	  -1.3298527179496205d0
611.d0	8.269591216024988d0	  -0.9813329247301049d0
621.d0	8.250926075479471d0	  -0.6465212782777653d0
631.d0	8.218297304317684d0	  -0.32515133636734284d0
641.d0	8.173122080933437d0	  -0.016828242778033308d0
651.d0	8.116799146232387d0	  0.27875763357982647d0
661.d0	8.050857668905376d0	  0.5615159374177648d0
671.d0	7.97627333257533d0	  0.8319724321715578d0
681.d0	7.894271295348199d0	  1.0907011946018987d0
691.d0	7.805686036302473d0	  1.3379170312775934d0
701.d0	7.711260491055873d0	  1.5739971502383414d0
711.d0	7.611802154330101d0	  1.7990900364421427d0
721.d0	7.507754297208505d0	  2.0140885983359045d0
731.d0	7.400108237124041d0	  2.2191186440282102d0
741.d0	7.289381464696266d0	  2.4146522192814777d0
751.d0	7.175764550962575d0	  2.600893918423411d0
761.d0	7.060275319813728d0	  2.778429335895423d0
771.d0	6.942691286663424d0	  2.9479641719791587d0
781.d0	6.823630785292678d0	  3.1091291934301086d0
791.d0	6.703357916441107d0	  3.262473808393321d0
801.d0	6.582456018345906d0	  3.40841044393122d0
811.d0	6.460919942486434d0	  3.547553579964306d0
821.d0	6.339060139814425d0	  3.6798936223254617d0
831.d0	6.217124374656166d0	  3.805872869041263d0
841.d0	6.095237346475263d0	  3.925613498570596d0
851.d0	5.973630612727697d0	  4.039503413673175d0
861.d0	5.852157783956211d0	  4.147716237072853d0
871.d0	5.7312705844148475d0	  4.250473180595394d0
881.d0	5.611024988844738d0	  4.348213720472572d0
891.d0	5.491369241205478d0	  4.441036571751431d0
901.d0	5.37253595653851d0	  4.529067094977394d0
911.d0	5.254687738025209d0	  4.612619183268584d0
921.d0	5.137907101191781d0	  4.691884752480425d0
931.d0	5.021933232771314d0	  4.7670695345124665d0
941.d0	4.907125209358164d0	  4.838248379665833d0
951.d0	4.7933064182125005d0	  4.905729224402493d0
961.d0	4.680667010729757d0	  4.969420058168657d0
971.d0	4.569470528667346d0	  5.02970432685569d0
981.d0	4.45936352038839d0	  5.086694627671906d0
991.d0	4.3504684403671785d0	  5.140564310461849d0
1001.d0	4.242939192562087d0	  5.191514223229772d0
1011.d0	4.136618763534573d0	  5.239550882363246d0
1021.d0	4.031529410047076d0	  5.284829319938847d0
1031.d0	3.9278348443957998d0	  5.327378283355992d0
1041.d0	3.8254789993477427d0	  5.367615503681023d0
1051.d0	3.724458993182878d0	  5.40521867554471d0
1061.d0	3.624882533345352d0	  5.4408286201596185d0
1071.d0	3.5266462883471226d0	  5.474006953466541d0
1081.d0	3.4296042877237403d0	  5.505054051616947d0
1091.d0	3.3339317036240947d0	  5.534352174823582d0
1101.d0	3.2397320104752785d0	  5.561573527276527d0
1111.d0	3.146669524873766d0	  5.586884123285172d0
1121.d0	3.0551077457028386d0	  5.610455624975539d0
1131.d0	2.9645816132361458d0	  5.632292124435665d0
1141.d0	2.875492152790022d0	  5.652430596950873d0
1151.d0	2.7875493074389883d0	  5.671040362421158d0
1161.d0	2.7010605707452155d0	  5.688175706913677d0
1171.d0	2.6156460834011943d0	  5.703738953659024d0
1181.d0	2.531521922935305d0	  5.718124066578341d0
1191.d0	2.448573884420512d0	  5.731059970293475d0
1201.d0	2.3667538144077067d0	  5.742802502944014d0
1211.d0	2.2862146588204126d0	  5.753311417412454d0
1221.d0	2.2069647459804482d0	  5.762811034295954d0
1231.d0	2.1287104774064116d0	  5.771097951020337d0
1241.d0	2.051746471199444d0	  5.778174699354351d0
1251.d0	1.97564369311786d0	  5.784438969345442d0
1261.d0	1.900745937524211d0	  5.789704242710033d0
1271.d0	1.82709323932754d0	  5.7939155748875235d0
1281.d0	1.7543874752189952d0	  5.797272023358297d0
1291.d0	1.6826612660197362d0	  5.799802450082745d0
1301.d0	1.612071453442103d0	  5.801468419265765d0
1311.d0	1.5424956839835013d0	  5.802354644254722d0
1321.d0	1.4740223360496145d0	  5.80262509096621d0
1331.d0	1.4064200468683896d0	  5.802030393478793d0
1341.d0	1.3397807544193432d0	  5.8007354654913215d0
1351.d0	1.2740463101767805d0	  5.798838579612978d0
1361.d0	1.2096162850782406d0	  5.7962982717059965d0
1371.d0	1.1459176051915263d0	  5.793321274660854d0
1381.d0	1.0831204115520277d0	  5.789468926477523d0
1391.d0	1.0208555761557283d0	  5.785098691146516d0
1401.d0	0.9599747836422097d0	  5.780223403474994d0
1411.d0	0.8998150430914658d0	  5.77485782575523d0
1421.d0	0.8406879435445423d0	  5.768957614878254d0
1431.d0	0.7819707598906914d0	  5.762495249199194d0
1441.d0	0.7246947786733923d0	  5.755695577409068d0
1451.d0	0.667889012559595d0	  5.748312352354387d0
1461.d0	0.611817894362926d0	  5.740818178848555d0
1471.d0	0.5566943639889472d0	  5.732724587154589d0
1481.d0	0.5022427547182359d0	  5.724382356121582d0
1491.d0	0.4487674867534718d0	  5.716027017869791d0
1501.d0	0.3958945166248822d0	  5.706956653088861d0
1511.d0	0.343795947683422d0	  5.697474798428321d0
1521.d0	0.29238650264278065d0	  5.687723655992618d0
1531.d0	0.24163473011376174d0	  5.67753865351447d0
1541.d0	0.1917910566688108d0	  5.667493582110601d0
1551.d0	0.14254514128419143d0	  5.6567838004930255d0
1561.d0	0.09377432786657544d0	  5.645820331296852d0
1571.d0	0.04593942758127787d0	  5.634870669849379d0
1581.d0	-0.001601656036986313d0	  5.623508042347592d0
1591.d0	-0.04818142595211307d0	  5.611968542603313d0
1601.d0	-0.09407383198258044d0	  5.600257238231094d0
1611.d0	-0.1393365435171399d0	  5.588375427886578d0
1621.d0	-0.18414678811718388d0	  5.576101511300245d0
1631.d0	-0.228240147173806d0	  5.563672197928575d0
1641.d0	-0.2716988195760378d0	  5.551204414411698d0
1651.d0	-0.3148225652411846d0	  5.538348641617005d0
1661.d0	-0.3568777834722955d0	  5.525740768776388d0
1671.d0	-0.3985801496058181d0	  5.512411905269761d0
1681.d0	-0.43944112347588066d0	  5.499351411570062d0
1691.d0	-0.48004579284744286d0	  5.48605317942212d0
1701.d0	-0.5201693161182858d0	  5.472842792081611d0
1711.d0	-0.5595750214642063d0	  5.459277190813596d0
1721.d0	-0.5988541091392746d0	  5.445685186704549d0
1731.d0	-0.6370172362251936d0	  5.4321086506467475d0
1741.d0	-0.6749933319272874d0	  5.4182845922282326d0
1751.d0	-0.7122578123620662d0	  5.404524294110281d0
1761.d0	-0.7493303005317611d0	  5.3902566521486825d0
1771.d0	-0.7856325215036076d0	  5.376372222776613d0
1781.d0	-0.821328893091264d0	  5.362037283687518d0
1791.d0	-0.8571849498685018d0	  5.348046693567834d0
1801.d0	-0.8919495517725089d0	  5.333424768606951d0
1811.d0	-0.9266148915629834d0	  5.319159420993305d0
1821.d0	-0.9607231277522792d0	  5.304929179539239d0
1831.d0	-0.9939003817862552d0	  5.2903353918565115d0
1841.d0	-1.027287177179351d0	  5.275790033112717d0
1851.d0	-1.0597853329554614d0	  5.2613039769531715d0
1861.d0	-1.0922838760018307d0	  5.2463491952242896d0
1871.d0	-1.1239418021850949d0	  5.232042840622183d0
1881.d0	-1.1557412837439442d0	  5.217374393836355d0
1891.d0	-1.1863563418235583d0	  5.202646844762758d0
1901.d0	-1.2174600884895979d0	  5.187911600141668d0
1911.d0	-1.2470466269086107d0	  5.173086646890536d0
1921.d0	-1.2770097312045487d0	  5.158108750636932d0
1931.d0	-1.3063589602642247d0	  5.143747351725133d0
1941.d0	-1.3350023564276507d0	  5.128722277734001d0
1951.d0	-1.3638188288434578d0	  5.1138360538817516d0
1961.d0	-1.3925427746362748d0	  5.0987812668081585d0
1971.d0	-1.419970898061259d0	  5.084020297964618d0
1981.d0	-1.4478413971021074d0	  5.069054616984467d0
1991.d0	-1.475116220737257d0	  5.054531483647909d0
2001.d0	-1.5022890532344855d0	  5.03967672986392d0
2011.d0	-1.529111201199736d0	  5.024402749887517d0
2021.d0	-1.5549532637017045d0	  5.009479915838916d0
2031.d0	-1.5812444821156701d0	  4.994476885470637d0
2041.d0	-1.6069519836240667d0	  4.980029859185423d0
2051.d0	-1.631814653990384d0	  4.964895763841671d0
2061.d0	-1.657200062135574d0	  4.949898335671386d0
2071.d0	-1.6820827686473756d0	  4.935418685998815d0
2081.d0	-1.706913788258507d0	  4.920795755988294d0
2091.d0	-1.7311500193459957d0	  4.906033015915553d0
2101.d0	-1.7550878149774756d0	  4.891023929687733d0
2111.d0	-1.7786926895137198d0	  4.87675580976246d0
2121.d0	-1.801918804065993d0	  4.862005671113381d0
2131.d0	-1.8253147309589717d0	  4.847186549029356d0
2141.d0	-1.8481294084797715d0	  4.832512683603058d0
2151.d0	-1.8703754273023678d0	  4.817702905382264d0
2161.d0	-1.8929281980933532d0	  4.803159869335885d0
2171.d0	-1.9150123229904499d0	  4.788912506179136d0
2181.d0	-1.9363597842836415d0	  4.77439131982611d0
2191.d0	-1.9581613723458409d0	  4.759603367698026d0
2201.d0	-1.979320306927614d0	  4.744895673658395d0
2211.d0	-2.0002957356579403d0	  4.730863968440967d0
2221.d0	-2.0217044781297613d0	  4.716101738885268d0
2231.d0	-2.0419123777931882d0	  4.7012606025423676d0
2241.d0	-2.062842151146495d0	  4.68729406474227d0
2251.d0	-2.0823986989207635d0	  4.672702530020299d0
2261.d0	-2.1028194270303726d0	  4.658712387780005d0
2271.d0	-2.1221531153749957d0	  4.644146347630008d0
2281.d0	-2.1414947509752795d0	  4.630238395090286d0
2291.d0	-2.1612501450519264d0	  4.6159323845653635d0
2301.d0	-2.180193722411212d0	  4.601794261200759d0
2311.d0	-2.198693316410728d0	  4.587931690494939d0
2321.d0	-2.217031874193207d0	  4.572936708662231d0
2331.d0	-2.23592898037661d0	  4.559514020857551d0
2341.d0	-2.2540358768048043d0	  4.545511179407286d0
2351.d0	-2.272329784824031d0	  4.53160756378966d0
2361.d0	-2.2898962912398324d0	  4.517598180278345d0
2371.d0	-2.307651444336835d0	  4.503677705961868d0
2381.d0	-2.325622822606335d0	  4.490208012225213d0
2391.d0	-2.3422805229244816d0	  4.4762456657037d0
2401.d0	-2.3587035647771724d0	  4.462702932849871d0
2411.d0	-2.3762931379466083d0	  4.449159359934328d0
2421.d0	-2.3933457166011407d0	  4.4352790295161855d0
2431.d0	-2.409669806669303d0	  4.422446893591415d0
2441.d0	-2.4265935049970926d0	  4.4085672555280375d0
2451.d0	-2.442201051651329d0	  4.394710019786931d0
2461.d0	-2.458984690275936d0	  4.3810599019611685d0
2471.d0	-2.4748361235572878d0	  4.3676638484148d0
2481.d0	-2.490202333289477d0	  4.353734710887289d0
2491.d0	-2.505780755982638d0	  4.34053125242833d0
2501.d0	-2.5216786734501353d0     4.326656789083585d0
